,Logistic_Regression
1017,0.5927784536023276
1018,0.20677226732308923
1019,0.35063837410513715
1020,0.39188891003578247
1021,0.25362210582132844
1022,0.23414364121149767
1023,0.12730789097596443
1024,0.37240741443797953
1025,0.5484534162358423
1026,0.5813561939140569
1027,0.28580929741816535
1028,0.6692082265995206
1029,0.615657162769819
1030,0.6790617881086713
1031,0.7072184842702861
1032,0.5359156803875093
1033,0.6841185526029784
1034,0.5526200712727746
1035,0.5481163962916032
1036,0.6074064298158266
1037,0.5674915148891553
1038,0.556848332105155
1039,0.6116390974886264
1040,0.6534432228151237
1041,0.6821050340921486
1042,0.5936508056710212
1043,0.6151791678502084
1044,0.6562077492256319
1045,0.6592022953628138
1046,0.4920476890781207
1047,0.5733567169617815
1048,0.6067455814542128
1049,0.5488635339200508
1050,0.5658406586339128
1051,0.6253369569833577
1052,0.6680895824882632
1053,0.47349854431879
1054,0.6513834373176545
1055,0.4012093292711097
1056,0.43799437170797395
1057,0.5632235234273075
1058,0.3196357102176017
1059,0.2412409180685703
1060,0.29144189975488
1061,0.193576619638327
1062,0.15607359592254144
1063,0.12340863106916335
1064,0.5388438380414317
1065,0.5460482343691073
1066,0.4966886849331852
1067,0.6227722506921727
1068,0.6085598297131299
1069,0.6907880446257962
1070,0.6358415423843027
1071,0.5151364471699307
1072,0.4842777472022915
1073,0.7417983729352418
1074,0.7349948164289849
1075,0.5464634552470351
1076,0.5400326903453672
1077,0.576617277388088
1078,0.5851997845644341
1079,0.6553581643905791
1080,0.5885266795899264
1081,0.5800960993930074
1082,0.6383020569006143
1083,0.6780417041220441
1084,0.6217492731348662
1085,0.5656859908734762
1086,0.6446589763908276
1087,0.6916146980963047
1088,0.6407457330735568
1089,0.580914139463574
1090,0.48581243294432885
1091,0.5940463431591141
1092,0.6325841591005015
1093,0.5305194526561582
1094,0.3608374474925902
1095,0.6541175343547675
1096,0.46680242561793495
1097,0.6020757393633376
1098,0.36888677488764365
1099,0.420195777693537
1100,0.5563963783193511
1101,0.41340476657301584
1102,0.14815192401143232
1103,0.18394199341376985
1104,0.2830905823976001
1105,0.367425958692837
1106,0.2348798999202501
1107,0.49990575726195546
1108,0.517196552006872
1109,0.6404512944899141
1110,0.7224270174076496
1111,0.6394961097942561
1112,0.672890773096697
1113,0.5634175652614933
1114,0.6776968853829081
1115,0.581662833478474
1116,0.5653710955492254
1117,0.537440354884901
1118,0.5623222706915484
1119,0.5214089018813064
1120,0.6855984869315266
1121,0.705356327569905
1122,0.5795587745692241
1123,0.5495590081324676
1124,0.5964466383272684
1125,0.5536919957198908
1126,0.6709059223185485
1127,0.6278333150405684
1128,0.6649132807742424
1129,0.6282947158049578
1130,0.6627897235985222
1131,0.5343376847226384
1132,0.753157767430924
1133,0.7139076733925964
1134,0.5134206442093825
1135,0.42683349447496816
1136,0.6333647398181419
1137,0.6766605047982065
1138,0.5164186222816946
1139,0.3527387165122361
1140,0.3891889340530688
1141,0.23638394411651523
1142,0.14641571078113524
1143,0.09171568724192684
1144,0.33228293315643187
1145,0.2648512607690906
1146,0.37234600662832684
1147,0.6544112169919214
1148,0.6468879837385559
1149,0.440865383750375
1150,0.6479931254863388
1151,0.47168102171654147
1152,0.7483822524966876
1153,0.6204846595390497
1154,0.45207404032948023
1155,0.6939139690349607
1156,0.4448241866364573
1157,0.47357293932416533
1158,0.58382023443163
1159,0.5695533532979026
1160,0.6565190909461833
1161,0.5764524340404651
1162,0.6464304390009904
1163,0.7174186589921863
1164,0.5695960871333797
1165,0.7028652346246849
1166,0.5752565024930254
1167,0.6697413272398165
1168,0.5985811219898204
1169,0.6360150297624646
1170,0.5951072123092724
1171,0.6556880040190209
1172,0.5774553074882074
1173,0.6720879138907165
1174,0.7527258813816081
1175,0.5146685416491278
1176,0.5678348772610686
1177,0.37927405433999056
1178,0.48745709977907753
1179,0.47601810535476097
1180,0.6346269975639334
1181,0.30008768324248786
1182,0.06857803844498674
1183,0.33003044255704667
1184,0.1679317486481849
1185,0.14393868244107347
1186,0.35746912098895633
1187,0.6758456869603571
