,KNN,Logistic_Regression,Random_Forest,SVM,Gradient_Boosting
176,0.6,0.5861873122408403,0.21,0.726971756385438,0.6559895122579421
177,0.4,0.6896651254777528,0.17,0.7180531747531573,0.45583388982062095
178,0.8,0.8167291965781838,0.18,0.7314407257618165,0.19513894125593742
179,0.8,0.7166504503358365,0.28,0.748041745809815,0.6134477460627833
180,0.8,0.8056415128726695,0.25,0.8856752459221107,0.5944273223629833
181,0.6,0.6622937589917575,0.24,0.7295328807523964,0.6914215366927279
182,0.4,0.6663021109592713,0.22,0.7468953245979978,0.7123281916116245
183,0.4,0.6420230557311296,0.18,0.6987580854327892,0.6733391272978958
184,0.6,0.6383532780308457,0.28,0.7264943490682463,0.6669246326347332
185,0.6,0.7495940081555661,0.33,0.8635608990160311,0.6150235904468163
186,0.0,0.46004086975890846,0.19,0.3849303292554713,0.503898248190948
187,0.4,0.3444530914176803,0.19,0.39346126220223304,0.7717834712039421
188,0.6,0.7942651437329562,0.32,0.8606276524900734,0.6976185015003785
189,0.6,0.5893850831020649,0.32,0.6534493901308138,0.7115344064540736
190,0.6,0.5490416034615274,0.24,0.6067452038758469,0.7802490400905517
191,0.6,0.7227953709282722,0.19,0.7614259191384336,0.6383654615751663
192,0.2,0.4887641278464871,0.22,0.7180457816616614,0.7195531099968884
193,0.4,0.5941034455080435,0.29,0.6065151964290401,0.693596671280624
194,0.0,0.5275517971966812,0.14,0.4694488006596651,0.31809444520853175
195,0.8,0.5958748989160346,0.27,0.7012491616228382,0.5983663600515219
196,0.6,0.6542421399794646,0.25,0.7317577586372268,0.6609562978567209
197,0.6,0.4605866760302689,0.24,0.41564494532215507,0.7208627468152347
198,0.6,0.674092212436769,0.29,0.7132528532792167,0.45801315520122626
199,0.6,0.5395450339722897,0.22,0.6656599681576862,0.22912427535768926
200,0.4,0.8146720889921066,0.28,0.8308659036073732,0.7554957510342486
201,0.2,0.48202537215245705,0.01,0.4574435809249272,0.19854762858584854
202,0.2,0.6362288730050628,0.03,0.5102247838708861,0.09762764068758752
203,0.0,0.49041621426418675,0.02,0.25544488892101846,0.10052782758173003
204,0.2,0.4613872018546237,0.0,0.331161246924612,0.12433846671019023
205,0.4,0.4904430760473373,0.0,0.3465995046899725,0.1580388861183218
206,0.6,0.5787285100415871,0.04,0.5369396359506365,0.18070596787050228
207,0.6,0.5239153455906447,0.0,0.3910935698082372,0.11593845426616664
208,0.2,0.45926810276576413,0.0,0.3199969463523558,0.0890828492969216
209,0.0,0.40397897913732783,0.0,0.19004056768717062,0.06643793510228062
210,0.8,0.6561354868224187,0.0,0.6747125722910249,0.1541924555120974
211,0.4,0.6442074600437376,0.14,0.7301660006412456,0.2858188110399721
212,0.4,0.6715101567046685,0.05,0.7014582604043027,0.15522083178485144
213,0.0,0.1515034365117624,0.0,0.008124731608139858,0.05160809181713425
214,0.2,0.6021013042960505,0.01,0.532267898232092,0.06175740129877155
215,0.2,0.47608527813211604,0.03,0.3398552061893952,0.20636692119101632
216,0.6,0.6810211934493923,0.31,0.7429264720622915,0.6522643282057847
217,0.4,0.7188558042150511,0.23,0.7652460226401545,0.6380405589042767
218,0.6,0.782680159874377,0.31,0.6816931159271927,0.45603932484124804
219,0.4,0.7030187855318637,0.31,0.7248818257305313,0.7993887251514845
220,0.6,0.6380793840394743,0.16,0.7834730478450108,0.6794251595548015
221,0.2,0.6846038828942262,0.14,0.7203290937699491,0.4909856984780907
222,0.2,0.6847130776923378,0.16,0.7773509105467045,0.697062742633365
223,0.4,0.5236694390648834,0.15,0.6346777150344008,0.3271138356908188
224,0.2,0.6092606569785113,0.15,0.690268810081793,0.2902921140678226
225,0.8,0.6572824640860633,0.19,0.6898215780210507,0.6055700177424597
226,0.8,0.5433461146420098,0.27,0.6543943479426473,0.515575320607248
227,0.4,0.6895741200722298,0.28,0.7649208781575638,0.6453019303932367
228,0.6,0.6224700563585674,0.12,0.6659997575820985,0.6391781603655445
229,0.6,0.683565291021303,0.11,0.7314817298594506,0.6095352443535054
230,0.8,0.7193617738452048,0.21,0.740178903774328,0.459149000842501
231,0.6,0.6606030463247551,0.25,0.6609043882644138,0.6723305202649824
232,0.4,0.6580787459299385,0.25,0.7036614034727937,0.6521958781355977
233,0.6,0.5973805452292736,0.22,0.6903644286133304,0.6386820632408376
234,0.6,0.5875783810522336,0.26,0.6971795424426617,0.6632645089329685
235,0.6,0.5869960484300936,0.25,0.576644278641876,0.6645996277712064
236,0.0,0.6290218735000564,0.23,0.7121104172831757,0.6414965584499497
237,0.6,0.5438701999559624,0.16,0.5885788339813041,0.5525514636073697
238,0.4,0.5069447397150457,0.2,0.644282714835144,0.7482326653664388
239,0.2,0.7114646967192944,0.33,0.7182594732337244,0.8468733107695847
240,0.8,0.6653428149686426,0.22,0.3730917382342336,0.5886004749474668
241,0.6,0.6130725970485182,0.29,0.6269467250138664,0.7202194618348735
242,0.4,0.4977410428761074,0.02,0.25359465238966883,0.11333609757862978
243,0.2,0.5049742237623273,0.09,0.4090984375256374,0.23462705768432116
244,0.6,0.5270468336943683,0.05,0.48702231771479776,0.23093960267859118
245,0.4,0.5945519024661342,0.0,0.5372927154402252,0.17347307596224976
246,0.6,0.6239181254732883,0.03,0.6247902067083974,0.1855262204925312
247,0.0,0.30605876549748035,0.0,0.09226509680024755,0.06412602220963726
248,0.6,0.5352328730522476,0.03,0.5,0.18257123860667396
249,0.4,0.5835389658444669,0.0,0.5438020845803798,0.1739623355889423
250,0.0,0.5519007294528602,0.08,0.5643787575685957,0.17249639421275012
251,0.6,0.6350283396252093,0.11,0.7180545840633664,0.27743536908055066
252,0.4,0.4526036920559089,0.06,0.3975029618691689,0.16026390635684667
253,0.4,0.5197923082529626,0.02,0.4262390894543307,0.10517242815424022
254,0.0,0.6234304102049181,0.03,0.6224190008008438,0.1573648298007405
255,0.0,0.6670656989715141,0.01,0.44164885041343027,0.08904498278439099
256,0.0,0.6020574692525076,0.28,0.8313719627308113,0.6562965098097454
257,0.6,0.6709454554046611,0.21,0.7449538950009265,0.5790118982579034
258,0.4,0.5369591079800825,0.2,0.18299009583544026,0.8309059202649621
259,0.2,0.5386305063345431,0.28,0.5544840719136447,0.6592338429806174
260,0.2,0.47362978768905384,0.28,0.5423089962352939,0.386751858052316
261,0.4,0.6250085809124964,0.18,0.6398716652771981,0.5443383695296449
262,0.6,0.6974207723423266,0.15,0.7542846511787741,0.6319926972714696
263,0.4,0.5253748437755025,0.21,0.5158993960234474,0.5980563999236316
264,0.4,0.5882522439416574,0.23,0.5663455190377078,0.6700298111522008
265,0.6,0.5971012109539218,0.22,0.6436080040234994,0.6161304751061918
266,0.2,0.6241891648430091,0.23,0.7514489962973091,0.6668291683460182
267,0.8,0.643334115109629,0.18,0.7208935666784646,0.6625491516369235
268,0.2,0.610600051479413,0.18,0.7371492654167066,0.6005192292971255
269,0.4,0.5683414353207967,0.24,0.6267418069126781,0.6386885688405664
270,0.6,0.7272334675360955,0.32,0.7720922285637949,0.837500016865354
271,0.6,0.569733086108764,0.22,0.6000427276067541,0.6007141384542075
272,0.4,0.6946249334563073,0.27,0.708981928107242,0.6705546227805823
273,0.6,0.6424770279783162,0.18,0.7198701698399486,0.6658602183621419
274,0.4,0.6095901053526109,0.17,0.6424154449610602,0.5068193421391696
275,0.6,0.5566422085110487,0.16,0.6267862822719968,0.6204550423559723
276,0.6,0.6067939720418388,0.15,0.6346501248300994,0.680214649006358
277,0.6,0.589618544002654,0.13,0.6275405728795727,0.6156183927874702
278,0.6,0.4454245061555206,0.33,0.5279213956767705,0.7128472470847782
279,0.2,0.6275353323538755,0.15,0.6776400025989612,0.47476129040655446
280,0.4,0.5848120775123352,0.16,0.6297297327882166,0.363464945604499
281,0.2,0.7041231223462636,0.3,0.4815134239099609,0.5816565125171412
282,0.0,0.08623928585867541,0.18,0.010435715457048692,0.2655867516624642
283,0.4,0.6751746907327697,0.02,0.6064630560184507,0.18813825000805054
284,0.8,0.00023647341238485986,0.2,0.45342714938782863,0.6282589273406419
285,0.4,0.0016872396701896975,0.01,0.0333111132273759,0.0651841693002086
286,0.4,0.5566083063561388,0.0,0.47784005138638697,0.1858363368299892
287,0.0,0.4393200423002527,0.01,0.19260271511215055,0.09133117541963519
288,0.4,0.5805922453043234,0.14,0.6404894481881658,0.3511937065146412
289,0.4,0.5516559114787545,0.01,0.5513372535737088,0.1366668110209074
290,0.4,0.4489403235071152,0.0,0.32841336602409665,0.11763067000222638
291,0.6,0.5689066305059536,0.03,0.5981419948377587,0.17492376447662755
292,0.6,0.48662721450960195,0.0,0.40890259420933045,0.1198164071379478
293,0.6,0.643783227148138,0.02,0.6717819056417539,0.15118035731107352
294,0.4,0.6140492452904309,0.01,0.6343141428955577,0.1388795694978188
295,0.0,0.2680430943996276,0.03,0.014368634780366239,0.03999264908665596
296,0.0,0.4894275171808456,0.03,0.315806203721841,0.1481274879364529
297,0.6,0.6866802759595572,0.23,0.7121350586374559,0.7358326490381981
298,0.6,0.6102065700427602,0.26,0.6150530578582188,0.5878473609586823
299,0.6,0.7659765757030186,0.22,0.40524855303580115,0.6112201086875328
300,0.4,0.6786840572789666,0.22,0.6986204919039455,0.7527573863153494
301,0.4,0.35899580903269523,0.3,0.4916508563552013,0.7707958338299082
302,0.4,0.6245095388587951,0.19,0.6458329404868846,0.5152542040473156
303,0.6,0.6083387130566914,0.2,0.791387856281772,0.588791923903345
304,0.8,0.4820720527963086,0.28,0.48069095269507883,0.6688205309271096
305,0.8,0.5982895897542428,0.23,0.6285834889244309,0.5080953849582092
306,0.6,0.5736877670438255,0.21,0.5322354364197905,0.42963563503572977
307,0.4,0.49890793713142517,0.17,0.5758254780459665,0.38441889489685893
308,0.6,0.7072607374695934,0.2,0.7622859105488372,0.6365739606609024
309,0.8,0.6620245910437293,0.21,0.6778245737821944,0.6660819324572298
310,0.2,0.6548787227284606,0.31,0.682377588482483,0.7007402707219674
311,0.6,0.6757133425433208,0.11,0.7384336636310523,0.4198922037172654
312,0.8,0.5990146234916067,0.22,0.6142107542554939,0.6634945362290828
313,0.8,0.635217252081511,0.31,0.7042764576313317,0.6106558799919887
314,0.6,0.6719254014617595,0.13,0.7432361267022358,0.6087078944621421
315,0.6,0.5968659121742035,0.2,0.6796747191997773,0.44743022391422477
316,0.2,0.608705668918309,0.25,0.6607078561345279,0.6438649722022377
317,0.8,0.461474668557831,0.24,0.5808468348424138,0.5743565929872274
318,0.6,0.6453768910991127,0.13,0.7594825547567217,0.5220188500836332
319,0.8,0.6503293965665969,0.22,0.7882646993435907,0.7495139103403129
320,0.4,0.6888574396843152,0.27,0.7809258031630877,0.5366033542937598
321,0.8,0.653617975289248,0.14,0.4620385574084877,0.40084715314690766
322,0.2,0.42022634773574513,0.23,0.2129469998291518,0.27775600064161476
323,0.0,0.11738845660140312,0.21,0.009937800449193561,0.13515616519237575
324,0.6,0.6490825160413688,0.01,0.5419622009979437,0.16365436291754398
325,0.0,0.0068953143227289205,0.0,0.0012879047744062734,0.03897540051374683
326,0.6,0.5580446879849283,0.03,0.6065826432905448,0.24062675152597882
327,0.0,0.3550907471298587,0.0,0.12592309619152772,0.08060787747327387
328,0.0,0.42817651051956485,0.0,0.27092490618745085,0.08505916071221195
329,0.2,0.28982800406223097,0.0,0.13425643513389263,0.0741400035696565
330,0.8,0.5994197481058685,0.01,0.539291078717568,0.1856982733888109
331,0.8,0.5103856498021244,0.0,0.47292019057281254,0.15678393257665452
332,0.8,0.6092850569988687,0.01,0.6646816229378837,0.16086332877686582
333,0.0,0.36471746713354547,0.03,0.1934406192824206,0.14023103332838707
334,0.6,0.6664387227385227,0.08,0.7143953279982379,0.16041968283050204
335,0.6,0.6644749170920796,0.0,0.6339220575916694,0.109628310996174
336,0.0,0.674017325615541,0.0,0.5768820226924045,0.06383553210452948
337,0.0,0.3603970205867837,0.14,0.5606192203695649,0.34983986232764325
338,0.4,0.6951315412136576,0.14,0.7587032518843525,0.4598011864593012
339,0.8,0.6482981414060686,0.22,0.6907574535736504,0.599705068856952
340,0.6,0.8132248716198444,0.18,0.7531822453231923,0.5085943255582708
341,0.4,0.4767637290574764,0.27,0.5435029988608716,0.6140858418661379
342,0.4,0.5604411116979555,0.22,0.612902709829077,0.700125078667103
343,0.8,0.6994708476951259,0.19,0.7536116772323841,0.7025099244398729
344,0.4,0.5079353297011966,0.19,0.5267236937664206,0.6225184544371604
345,0.6,0.6175467072788864,0.22,0.6629005942408113,0.5551658790858858
346,0.8,0.6129263113273471,0.13,0.702162042757783,0.5067765273079525
347,0.4,0.47100712426793173,0.18,0.41488831792345854,0.6399151822504539
348,0.6,0.6127821345846725,0.18,0.6902961076965414,0.6604050458841941
349,0.6,0.6618240931139302,0.27,0.7387019415030969,0.722573129887048
350,0.2,0.6882980552731632,0.18,0.8058053237563257,0.7052157565912254
351,0.8,0.5941906242760608,0.2,0.7302195120902014,0.6734284549144294
352,0.6,0.7110709688123458,0.35,0.7139092163296566,0.7232936751091488
353,0.6,0.5157356991701667,0.2,0.40593644397002154,0.6247656675349477
354,0.8,0.6787609867784442,0.35,0.725315539527165,0.7194584436512224
355,0.4,0.611673784310755,0.16,0.6519727137505866,0.5200913516623206
356,0.6,0.7057096686017545,0.28,0.7851348652078669,0.5715538020729758
357,0.4,0.5943569433816936,0.1,0.6710577496983781,0.6604168703423606
358,0.8,0.6073721357225973,0.17,0.6331961127079296,0.48713076337359795
359,0.4,0.575035422344987,0.16,0.595836494990915,0.6273062836786863
360,0.2,0.6434793943810337,0.24,0.7207656755444519,0.735974797377676
361,0.4,0.675556105401236,0.23,0.7171726902766323,0.7753541541915995
362,0.6,0.7315476073959164,0.14,0.5613211856715358,0.4126062920881654
363,0.0,0.09045892501764824,0.14,0.027948424829394757,0.24781150354136813
364,0.0,0.6203952386899563,0.0,0.4829265343014961,0.10671508876940618
365,0.2,0.6518756136158155,0.0,0.5801258185540431,0.11430282737572725
366,0.0,0.46365282348643333,0.02,0.40657135682727263,0.13131672934750332
367,0.6,0.5540362014067064,0.0,0.5548872125904758,0.16829768713157195
368,0.4,0.556279365745608,0.05,0.5939178461492711,0.1725879725370848
369,0.4,0.5072604842567816,0.07,0.46243421964979614,0.2534692092483636
370,0.2,0.3455934254881924,0.0,0.21397148173166194,0.07780947097111154
371,0.4,0.5088745535449009,0.0,0.4484616815394348,0.11763067000222638
372,0.2,0.5555224158580713,0.01,0.5330998292153579,0.15283853587261417
373,0.2,0.5016312501181874,0.04,0.4905349681344536,0.13459247467365631
374,0.4,0.46878193162802206,0.0,0.33084286168986765,0.07240846309326998
375,0.0,0.30758191990096023,0.02,0.17017653658041984,0.08351408307437064
376,0.2,0.6859476943303902,0.0,0.6637060907505756,0.07060601309919026
