,T2,SPE
0,62.70530096778092,5.435796460372433
1,107.7456297315251,2.7642736659265634
2,131.1883637199688,2.8305582899284025
3,312.8329785047465,8.855116458989587
4,79.71099114838415,7.44524102847258
5,275.61021629725934,29.199051316724283
6,204.31078125566336,7.228815669175235
7,139.81289595080136,3.254469304559972
8,911.4883721959595,6.6773589926509445
9,178.2507500737281,9.720393161953428
10,138.00487781509844,17.701449303041024
11,269.2081098238081,3.5497931443968316
12,31.087163272783236,0.7982478014435614
13,44.08216111985372,1.7844057795709225
14,636.0438320884695,3.9473951480264757
15,66.24004236826455,3.208516475180093
16,225.4789322973759,7.813846940557912
17,263.16996668338334,4.155681118875707
18,81.8337644137783,3.3561022342901996
19,92.53690187333193,7.089944758773266
20,63.56959920708893,1.2449201065770739
21,120.87993947078849,5.503571679217611
22,112.093126166838,2.6668791171588944
23,222.30420382292021,1.1824074410653895
24,105.25894025070372,3.9988629910762006
25,38.53925864088917,2.3453841585832365
26,289.34915124836203,7.041176428014868
27,68.00889342310955,2.9473352771217645
28,342.9988927041329,3.8433997281389742
29,217.36674684027244,3.2952469793696184
30,207.69342035029467,15.783805234844149
31,366.15526182445086,13.591571133448296
32,435.1012313671174,12.578821812931041
33,115.57335482002608,4.049504602147997
34,79.55082909232786,4.451683387334002
35,230.36330474884357,7.861571034999539
36,89.82159885728312,7.485743414486569
37,165.20057572212912,2.503764258612156
38,91.21232320023493,8.410548586669979
39,32.18237229866582,1.7661130639884717
40,77.78670203221816,8.928965510095365
41,46.030715942914895,4.466151560332243
42,66.28319260183488,1.720258369878772
43,85.65835438302942,1.8289852183754707
44,71.04219361616359,12.607164814745376
45,72.73219124789654,3.7065049228448315
46,116.19336965507152,17.133545385323547
47,52.00178360994864,2.228210493696955
48,286.42950608249777,10.511245082796473
49,126.50174963992218,2.1466842132344626
50,162.91898071240303,20.728074885612045
51,65.78989458367853,2.0558719098850937
52,107.16386792618125,3.267542831294618
53,253.56486630307808,10.893675161063799
54,189.4637242333799,6.429060815557197
55,222.93084593720246,3.5582877070541405
56,85.6360398623568,5.108185791850014
57,167.33387210332893,3.411987874459012
58,59.56576162997501,10.976271583026106
59,450.6904900172974,47.998527878893256
60,461.65507545895576,16.1207610321154
61,124.81771725275178,6.098575200460476
62,132.85461647005692,2.4644903828751406
63,108.1034368835127,1.623538835028147
64,123.37732956550703,3.3299972850325545
65,95.30673025293179,3.5653473632709347
66,44.0056458526183,4.103566564322322
67,54.50551985214384,2.0290491987738015
68,95.11924382894613,5.238488926226242
69,258.9445790195029,10.904927464572545
70,66.74945694025197,3.0127468067046816
71,68.3892823144047,7.5022430535989475
72,59.42602493730398,2.582019477273504
73,56.94477287766597,2.901162046069867
74,145.29345307542258,8.820343693087844
75,76.7471806675369,1.9104876706637333
76,83.17393615198786,4.309626808707828
77,486.594251748486,5.267447023630696
78,138.19768268050302,17.49966872325098
79,58.44687816902537,7.453153753278188
80,42.08087778762853,2.772118526682069
81,59.206132095631084,4.801404638301689
82,97.54747825927203,4.265811381481792
83,91.91976838527279,6.816768852435372
84,113.78051080078995,5.778411682190905
85,120.74798657778938,4.756818940720901
86,52.110661737224255,2.5703464042119903
87,158.01019672794456,3.4660846734746404
88,302.29370359508556,14.507878172714594
89,63.32709716241094,1.131828169398881
90,181.9624621864254,3.862160547839651
91,272.87081159724033,7.182929199387191
92,54.700466825502176,2.2030790717876427
93,459.4018537420943,13.292346837398755
94,286.24389878786735,16.21082337200894
95,221.76682084298773,16.109971770430242
96,90.07080742862468,2.8492738364475128
97,341.12667054238557,2.0091385355886344
98,761.6080379176544,10.164817085886602
99,82.13340230366236,4.238610709315632
100,88.2941683823484,2.6259587686864165
101,731.9328644932633,7.4762307691215995
102,35.48524640024258,2.507069360674328
103,117.83454155341356,1.1593334349306441
104,65.3112479716591,4.891292935536177
105,62.58627158737527,3.5235808585619353
106,149.86176735810267,5.296603280460763
107,59.09998263470201,6.389397290672278
108,122.24327050524386,5.737678524485759
109,54.412888221007044,2.994594072729475
110,66.57780179913172,5.80900151150033
111,186.6014140498265,2.2205748090498383
112,81.0502335276106,5.238233102489224
113,203.03518803554718,10.156171355891447
114,41.77558629926496,5.8963483452041014
115,83.70388047075615,2.391706852576194
116,71.21459409659788,6.716399483303481
117,80.88638571391363,4.43276584945591
118,142.6509493466587,16.91716928072101
119,167.7147312324304,2.8981895940905207
120,111.14899747395889,7.2423365816251
121,61.16468558722882,2.6695651538982332
122,30.870601997346526,3.1343980174051858
123,72.98125363983775,3.213914421234312
124,353.32591395941597,9.374528520805738
125,168.4345942297134,6.98652613164617
126,91.78363793374828,1.4872518747384673
127,85.56063917951265,3.7261176787743144
128,76.39848066053554,12.992911782956229
129,98.08711871123074,13.231599606665087
130,136.8016977912677,6.269924762100102
131,467.8068389218904,16.352576458596936
132,38.88411681382738,3.2418797641427446
133,271.8958363265233,16.487805437785514
134,142.68425301842518,5.558848850769745
135,63.49916250571753,2.4466221539492254
136,119.88887521427428,20.629398170386736
137,62.11691763875124,6.4668954736941044
138,315.22280712735585,6.011405109502718
139,137.98815110088597,4.8318151854238085
140,28.51944792265816,3.883446260145388
141,80.8613120624104,3.279698438943843
142,479.6437014303017,6.853183085654666
143,336.868713987413,8.097647021598764
144,238.21331004893514,14.559860547354543
145,89.94048039083718,9.356247491827622
146,84.16509384850286,6.770115533133832
147,44.05979940056369,2.5808166235596777
148,70.19164720151579,2.5601449980755286
149,33.578288807276714,5.641314401554537
150,59.52748464218301,12.878093355395059
151,62.118086727171026,7.446453704172994
152,94.77206553565068,3.2558634463310097
153,146.75945414753107,8.584983947945334
154,170.4241338803357,2.4478700396302324
155,88.09300494625171,4.725382665487835
156,182.9978822672601,4.888927300665253
157,33.574213246529865,3.4281157490262273
